kw,sentence
Architektursystem,Tera Computer Company hat einen Multithreaded-Prozessor mit vier Prozessoren installiert Architektursystem im San Diego Supercomputer Center.
Gebietsnetz,Verwenden des gleichen Protokolls mit ähnlicher Funktionalität wie in einem lokalen Gebietsnetz übersetzt in Einfachheit.
Gebietsnetz,Auf einem Einheimischen Gebietsnetz oder einem anderen Netzwerk ist die MAC-Adresse die eindeutige Hardwarenummer eines Computers.
Gebietsnetz,"Zum Beispiel kann der Proxy mit einer Firewall kombiniert werden, um einem lokalen Benutzer zusätzliche Sicherheit zu bieten Gebietsnetz ."
Gebietsnetz,"Werden solche Features benötigt, können diese effektiver und skalierbarer innerhalb eines Speichers bereitgestellt werden Gebietsnetz ."
Gebietsnetz,"Wir möchten den Caching-DNS-Server auf unserem Router aktivieren, aber nur für Computer auf unserem lokalen verfügbar machen Gebietsnetz ."
Gebietsnetz,"Schließen Sie Computer in einem Büro an, und Sie haben einen lokalen Gebietsnetz ."
Gebietsnetz,"Wenn es aktiviert ist, bietet Bluetooth die drahtlose persönliche Gebietsnetz eine sichere und vertrauenswürdige Umgebung, die schnell und einfach ist."
Gebietsnetz,"Dieser Standard ist ein kostengünstiges, kostengünstiges und energiesparendes drahtloses Personal Gebietsnetz Technologie."
Gebietsnetz,Darüber hinaus ist ein zweites internationales Gebietsnetz zur Bereitstellung der Datenkonnektivität wurde derzeit eingerichtet.
Gebietsnetz,"Studie, Design und Integration eines Local Gebietsnetz mit dem Internet, was durch die Verfügbarkeit günstiger XDSL-Leitungen erleichtert wird."
Rüstungssystem,Die Konfiguration jedes einzelnen Komplexes und seine Spezifikationen bestimmen die Qualität der Rakete und Artillerie Rüstungssystem auf allen Ebenen als Ganzes.
Taktisches Raketensystem der Armee,"Armee am Mittwoch, um seine zu aktualisieren Taktisches Raketensystem der Armee , oder ATACMS, um Hyperschall-Bedrohungen abzuwehren."
Array-Technologie,"Unser technischer Ansatz kombiniert proprietäre Fortschritte in synthetischer Chemie, Oberflächenchemie, Molekularbiologie, Enzymologie, Array-Technologie und Optik."
Array-Technologie,Eine vierdimensionale fetale Echokardiographie kann auch mit elektronischer Matrix durchgeführt werden Array-Technologie .
Array-Technologie,"Die Vorteile des Phased Array-Technologie sind die Reduzierung der traditionellen mechanischen Abtastung, die Fokussierung des Ultraschalls und die Variation der Einfallswinkel mit einem einzigen Fänger."
Array-Technologie,"Fest Array-Technologie ermöglicht einen neuen Schwellenwert für die Gesamtdruckkosten, den Gesamtdurchsatz und die Benutzerfreundlichkeit."
Array-Technologie,Für die Verwendung mit den klinisch-chemischen Analysegeräten der RX-Serie dieses Unternehmens verwenden die Arrays für Drogenmissbrauch Biochips Array-Technologie um gleichzeitig 10 DOA in einer einzigen Probe nachzuweisen.
künstliche Intelligenz,"Um unglaublich realistisch zu wirken, musste ein Chatbot nicht hoch entwickelt sein künstliche Intelligenz ."
künstliche Intelligenz,"Der aktuelle Stand der Robotertechnik oder künstliche Intelligenz ist nicht so, dass ein Roboter sich weigern könnte, etwas zu tun."
künstliche Intelligenz,"Er prognostiziert den Aufstieg der Biotechnologie, der Weltraumwissenschaften und künstliche Intelligenz ."
künstliche Intelligenz,Dies erfordert neue Formen der künstliche Intelligenz und ein ganz neues Feld des Softwaredesigns.
künstliche Intelligenz,"Zu den neuen Produktmerkmalen gehört Arrange, eine Funktion, die die Nutzung von künstliche Intelligenz um Musik automatisch zu arrangieren und zu orchestrieren."
künstliche Intelligenz,Die Verwendung von künstliche Intelligenz Systeme erfordern drei- bis viermal so hohe Prozessorgeschwindigkeiten.
künstliche Intelligenz,"Dies führte zu Näherungstheorien und Näherungslogiken, die jetzt im Mittelpunkt des Studiums von künstliche Intelligenz ."
künstliche Intelligenz,"Aber was künstliche Intelligenz gezeigt hat, war der Wert der regelbasierten Technologie."
künstliche Intelligenz,Er erlag schnell der Anziehungskraft des Direktors der Universität künstliche Intelligenz Labor.
künstliche Intelligenz,"Jeder, der an der Möglichkeit zweifelt, künstliche Intelligenz hat offensichtlich noch nie ein Windows-Betriebssystem verwendet."
Software für künstliche Intelligenz,"Nasa-Boffins haben ihre Absicht erklärt, die Kontrolle über drei Satelliten an abzugeben Software für künstliche Intelligenz ."
Angriffsradarsystem,E-8C-Flugzeuge der Luftwaffe unter dem gemeinsamen Überwachungsziel Angriffsradarsystem Programm.
erweiterte Realität,"Im Gegensatz dazu ist das Ziel von erweiterte Realität besteht darin, den Benutzern eine umfassendere Interaktion mit der Welt zu ermöglichen."
erweiterte Realität,Jetzt ist dieses Display eine Kombination aus der realen physischen Welt um Sie herum und erweiterte Realität Elemente.
erweiterte Realität,"Die erweiterte Realität Die Funktion ermöglicht es den Besuchern auch, ein virtuelles Fenster zu den Gärten zu öffnen."
erweiterte Realität,Das Thema seines Vortrags war die Wahrnehmung der Umwelt durch erweiterte Realität um erhebliche Datenmengen zu verarbeiten.
erweiterte Realität,sogenannte Mixed Reality oder erweiterte Realität wird von vielen als die nächste große Welle der Verbrauchertechnologie angesehen.
erweiterte Realität,Promotionsfach: Computerstruktur eines erweiterte Realität System für Rapid Prototyping.
erweiterte Realität,"Und bald haben wir Virtual Reality, wir haben erweiterte Realität ."
erweiterte Realität,"Erzähl mir eine Geschichte: erweiterte Realität Technik im Museum Wie Augmented Reality die Brücke zwischen Spielen und Kinderbüchern schlägt Augmented Reality: Wie das echte Leben, nur besser."
erweiterte Realität,"Die Experten von IRCAD führten als erste einen chirurgischen Eingriff aus der Ferne durch, führten Virtual-Reality-Software ein, entwickelten erweiterte Realität und eine narbenfreie Operation durchführen."
erweiterte Realität,"Da die Schätzung der Verschiebung sehr genau ist, bietet die Verwendung des vorgeschlagenen Ansatzes eine neue Lösung für erweiterte Realität Anwendungen."
automatisiertes Kontrollsystem,Implementieren eines automatisiertes Kontrollsystem kann so einfach sein wie die Installation programmierbarer Thermostate oder so komplex wie die Installation digitaler Steuerungen.
automatisierter Sensor,"Alle Tagungsräume und Waschräume des Gebäudes verfügen über automatisierter Sensor Beleuchtung, um sicherzustellen, dass das Licht ausgeschaltet ist, wenn die Räume nicht genutzt werden."
automatische Kontrolle,"Während sich die beiden strukturell ähneln, fehlt der Kamera das Komplizierte automatische Kontrolle Mechanismus, der am Sehen beteiligt ist."
automatische Kontrolle,Es geht um die automatische Kontrolle der Körperfunktion.
Automatische Kontrolle,"Installieren Sie eine neue Hauptleitung Automatische Kontrolle Schalttafel im Kesselhaus zur Steuerung der Kessel, Pumpen und Druckhalteeinheit."
automatische Kontrolle,Werkzeugmaschinen können manuell oder unter automatische Kontrolle .
automatische Kontrolle,"Mit automatische Kontrolle , werden die Strahler automatisch entsprechend der Pyrometereinstellung geregelt."
automatische Kontrolle,"Der Missionscomputer führt automatische Kontrolle , Stabilisierung und Führung des Hubschraubers zu den Einsatzgebieten, um Ziele anzugreifen."
automatische Kontrolle,"H hat eine klare physikalische Bedeutung und wird nicht nur in der Physik, sondern auch in häufig konserviert automatische Kontrolle Theorie."
automatische Kontrolle,"Um diesen Anforderungen gerecht zu werden, werden die Gasturbinen mit automatische Kontrolle Systeme, die die Befehls- und Kontrollfunktionen erfüllen."
Automatische Testausrüstung,"Das C-17 MILTS-Programm löst diese Probleme durch die Bereitstellung moderner, offener Architektur Automatische Testausrüstung für die Wartung der C-17 Avionik."
Automatisierungssysteme,"Es ist unsere Bahnführungskontrolle, Bahninspektion, Registerkontrolle und Automatisierungssysteme die Trends im Markt setzen."
Automatisierungssysteme,"Natürlich bietet das Loewe Mediacenter auch zusätzliche Schnittstellen zum Anschluss von Plattenspielern, Spielekonsolen oder zu Hause Automatisierungssysteme ."
Automatisierungssysteme,"Arista: Die ARP-Familie ist der innovativste, flexibelste und vielseitigste LCD-Panel-Computer auf dem heutigen Markt und das ideale Design für alle Automatisierungssysteme ."
Automatisierungssysteme,"Um das zu erwähnen, Automatisierungssysteme wurden entwickelt, die die Radardaten für den Lotsen konsolidieren."
Automatisierungssysteme,Die Europäische Kommission hat nach der EU-Fusionskontrollverordnung die geplante Gründung eines Joint Ventures zwischen dem Schweizer Stromversorger und Automatisierungssysteme ABB und der italienische Schiffbauer Fincantieri.
Automatisierungssysteme,"Dies erhöht die Nachfrage nach Automatisierungssysteme wie Servomotoren und Antriebe, weltweit."
Automatisierungssysteme,"Die Fähigkeiten der Automatisierungssysteme group haben es möglich gemacht, Montagegenauigkeiten bis in den Mikrometerbereich und gelegentlich in den Nanometerbereich zu erreichen."
Automatisierungssysteme,"Ziel der GDI ist es, einen standardisierten Zugriff auf unterschiedliche Geräte zu ermöglichen, wenn diese in Mess- und Automatisierungssysteme ."
Automatisierungssysteme,"Amplicon, ein in Großbritannien ansässiger Hersteller von computergestützten Mess- und Automatisierungssysteme , hat eine neue Reihe von Ethernet-Extendern vorgestellt."
Automatisierungssysteme,"Die Rolle des Menschen im Wandel In den zehn Jahren, seit er als Lagerarbeiter in Tolleson, Arizona, einem Vorort von Phoenix, zu arbeiten begann, hat Josh Graves gesehen, wie Automatisierungssysteme kann die Arbeit erleichtern, aber auch neuen Stress und Unsicherheit schaffen."
autonome Maschinen,"Diese posthumane Ära des Denkens ist eine der Partnerschaft zwischen menschlicher Intelligenz und weniger intelligenten, aber zunehmend autonome Maschinen ."
autonomer Roboter,"Das Wort wird manchmal verwendet, um einen Roboter zu beschreiben, genauer gesagt ein autonomer Roboter ."
autonome Systeme,"Diese sind autonome Systeme die auf der technischen Entwicklung von Waffen beruhen, deren Zerstörungskraft nicht nur massiv, sondern potenziell unbegrenzt und unbegrenzt ist."
Autonome Systeme,Entwurf eines vollständigen analytischen Modells zur Beschreibung von Zusammenhängen zwischen IP Autonome Systeme und ein MPLS-Kernnetzwerk.
autonome Systeme,Dies dürfte wiederum zum Spiel und Gegenspiel von extrem schnellen . führen autonome Systeme funktionieren viel zu schnell für menschliche Eingriffe.
Autonome Systeme,"Dario, Mikromanipulation, Kommunikation und Schwarmintelligenz in einer Schwarmmikroroboterplattform, Robotik und Autonome Systeme , Bd."
Avionik,Sie verfügt über mehr als neun Jahre Erfahrung in der Systemtechnik mit Avionik sowohl auf Plattformintegrationsebene als auch auf Einheitenebene.
Avionik,"In diesem Sinne ist die Avionik Die Abteilungen betrachteten die Aussichten, neue Geräte zu kaufen, überkritisch."
Avionik,"Das Flugzeug verfügt über ein hochmodernes Flugdeck, Avionik und Navigationsgeräte."
Avionik,"Der Helm misst die Sichtlinie des Piloten zum Ziel, sodass die Sensoren, Avionik und Waffen werden dem Ziel versklavt."
Avionik,"Mein Force Manager sagte, ich sei zu wertvoll als ein Avionik Superintendent, um zum ersten Sergeant-Karrierebereich zu wechseln."
Avionik,"Es ermöglicht Piloten, die Avionik , Radar- und Waffensysteme, ohne die Hände von der Steuersäule oder dem Gashebel nehmen zu müssen."
Avionik,"Der Rumpfkopf ist in Semi-Monocoque-Bauweise ausgeführt und umfasst das Cockpit, die Radarfächer und die Avionik Bucht."
Avionik,"Sie schlagen vor, die Avionik in Flugzeugen, damit das Flugzeug alle Versuche des Piloten, in einen eingeschränkten Luftraum zu fliegen, bekämpfen würde."
Avionik,"Die Parteien werden diesen Monat an einer weiteren Arbeitsgruppensitzung in Moskau teilnehmen, um das Projekt zu überprüfen und den Motor auszuwählen und Avionik Lieferanten."
Avionik,Lockheed Martin ist auch verantwortlich für die Avionik und elektrische Flugsteuerungssysteme sowie für die allgemeine technische Beratung.
Avioniksysteme,Die Antwort ist 609.000 und dies ist die Anzahl der Codezeilen in der Software für die Computer und Avioniksysteme .
Avioniksysteme,"Seine Aktivitäten liegen in den Bereichen Navigations- und Trägheitsleitgeräte, optronische Geräte und Systeme, Avioniksysteme , Drohnen, Luftlandeausrüstung und -systeme, biometrische Identifikationssysteme und Smartcards."
Avioniksysteme,Integrieren Avioniksysteme auf einem fliegenden Prüfstand wird den Bedarf an Sensorflügen während der Entwicklungs- und Fertigungsentwicklungsphase des Programms reduzieren.
Avioniksysteme,"Wenn modulierte HF-Wellenformen verwendet werden, um Informationen über diese Kabel zu übertragen, kann die Kopplung die ursprüngliche Wellenform verzerren und die normalen Funktionen der elektrischen und Avioniksysteme ."
Avioniksysteme,"Am bemerkenswertesten ist das erste flugfähige Testflugzeug, aber wir demonstrieren auch die Leistung auf dem Major Avioniksysteme in Laboren und fliegenden Prüfständen."
,"Es wird nutzen eine riesige Computerdatenbank, die biometrische Identifizierungstechnologie mit maschinenlesbaren Strichcodes in Pässen enthält ."
,"Die sch eme selbst ist, wie Larry betont, für sich genommen ziemlich harmlos, genau wie Barcodes ."
,Registrieren rs wandelt Barcodes an der Kasse in Bestellungen zum Auffüllen von Regalen um .
,"Ausstellungsstück ors erhielten eine Ausweiskarte mit Strichcodes, die bei der Einreise durchgezogen werden mussten ."
,"Er ist geschwommen g sein Strichcode-Lesegerät wie eine Art Strahlenkanone, die winzige Maschine piepst und flackert, während sie Strichcodes scannt, die gedruckt und über die Theke vor ihm geklebt werden ."
,"Der Dal Las Mavericks haben Strichcodes auf Tickets angebracht, nicht nur, um den Verkauf der Dukaten zu verfolgen, sondern um sicherzustellen, dass sie sie an Leute verkaufen, die die Plätze tatsächlich füllen ."
,"Die ima ging-System bietet Magnetstreifencodierung, branchenübliche Barcodes, Unterschriftenerfassung, Chroma-Key und beidseitigen Ausweisdruck ."
,"Ein Readd änderbares, drahtloses digitales Display-Tag zeigt Handhabungsanweisungen, Transitadressen, Barcodes, Symbole, mehrsprachigen Text und mehr an ."
,"Es hat ein Scanbereich von bis zu 19 Zoll bei beschädigten oder schlecht gedruckten Barcodes, eine helle und scharfe Scanlinie und ein ergonomisches Design für eine komfortable Nutzung über die gesamte Schicht ."
,"Der Che ckout Coupon Program verwendet die universellen Produktcodes oder Strichcodes, die auf den Verpackungen der meisten Konsumgüter erscheinen ."
Verhandlungsstärke,"Die OEMs haben tolle Verhandlungsstärke und versuchen, ihren Lieferanten Preiszugeständnisse abzuringen."
Verhandlungsstärke,"Bemerkenswert ist, dass Verhandlungsstärke zeigt sich nicht nur im expliziten Aushandeln, sondern auch implizit."
Verhandlungsstärke,Diese Forschungsmonographie untersucht den Aufbau und die Mobilisierung von Gewerkschaften Verhandlungsstärke und Einfluss auf Vertragstransportleistungen.
Verhandlungsstärke,"Er äußerte die Überzeugung, dass die Bindung zunehmen würde Verhandlungsstärke bei Verhandlungen mit Künstlern und Lieferanten."
