kw,sentence
technologie de réseau,"Pour une utilisation sur la série RX d&#39;analyseurs de chimie clinique de cette société, les matrices anti-drogue utilisent une biopuce technologie de réseau pour détecter simultanément 10 DOA dans un seul échantillon."
intelligence artificielle,"Pour paraître incroyablement réaliste, un chatbot n&#39;avait pas besoin d&#39;avoir des intelligence artificielle ."
intelligence artificielle,L&#39;état actuel de la technologie robotique ou intelligence artificielle n&#39;est pas telle qu&#39;un robot puisse REFUSER de faire quoi que ce soit.
intelligence artificielle,"Il prédit l&#39;essor de la biotechnologie, des sciences spatiales et intelligence artificielle ."
intelligence artificielle,Cela nécessitera de nouvelles formes de intelligence artificielle et un tout nouveau domaine de conception de logiciels.
intelligence artificielle,"Parmi ses nouveautés produit figure Arrange, une fonction permettant l&#39;utilisation de intelligence artificielle pour arranger et orchestrer la musique automatiquement."
intelligence artificielle,L&#39;utilisation de intelligence artificielle systèmes nécessitent des vitesses de processeur trois à quatre fois plus élevées.
intelligence artificielle,Cela a conduit à des raisonnements approximatifs et à des logiques approximatives qui sont aujourd&#39;hui au cœur de l&#39;étude de intelligence artificielle .
intelligence artificielle,Mais quoi intelligence artificielle a montré la valeur de la technologie basée sur des règles.
intelligence artificielle,Il a rapidement succombé à l&#39;attraction gravitationnelle du directeur de l&#39;université intelligence artificielle laboratoire.
intelligence artificielle,Quiconque doute de la possibilité de intelligence artificielle n&#39;a clairement jamais utilisé de système d&#39;exploitation Windows.
logiciel d&#39;intelligence artificielle,Les boffins de la Nasa ont déclaré leur intention de céder le contrôle de trois satellites à logiciel d&#39;intelligence artificielle .
Système de radar d&#39;attaque,L&#39;avion E-8C de l&#39;armée de l&#39;air sous la cible de surveillance conjointe Système de radar d&#39;attaque programme.
réalité augmentée,"En revanche, l&#39;objectif de réalité augmentée est de permettre aux utilisateurs de s&#39;engager plus pleinement dans le monde."
réalité augmentée,"Maintenant, cet affichage est une combinaison du monde physique réel autour de vous et réalité augmentée éléments."
réalité augmentée,Les réalité augmentée Cette fonctionnalité permet également aux visiteurs d&#39;ouvrir une fenêtre virtuelle sur les jardins.
réalité augmentée,Le sujet de sa conférence était la perception de l&#39;environnement à travers réalité augmentée afin de traiter des quantités importantes de données.
réalité augmentée,La réalité dite mixte ou réalité augmentée est considérée par beaucoup comme la prochaine grande vague de la technologie grand public.
réalité augmentée,Sujet de thèse : Structure informatique d&#39;un réalité augmentée système de prototypage rapide.
réalité augmentée,"Et bientôt nous aurons la réalité virtuelle, nous aurons réalité augmentée ."
réalité augmentée,"Raconte moi une histoire: réalité augmentée la technologie dans les musées Comment la réalité augmentée crée un pont entre les jeux et les livres pour enfants La réalité augmentée : c&#39;est comme la vraie vie, mais en mieux."
réalité augmentée,"Les experts de l&#39;IRCAD ont été les premiers à réaliser une opération chirurgicale à distance, à lancer un logiciel de réalité virtuelle, à développer réalité augmentée et pratiquer une chirurgie sans cicatrice."
réalité augmentée,"L&#39;estimation du déplacement étant très précise, l&#39;utilisation de l&#39;approche proposée donne une nouvelle solution à réalité augmentée applications."
système de contrôle automatisé,La mise en œuvre d&#39;un système de contrôle automatisé peut être aussi simple que l&#39;installation de thermostats programmables ou aussi complexe que l&#39;installation de commandes numériques.
capteur automatisé,"Chacune des salles de réunion et des toilettes du bâtiment est dotée capteur automatisé l&#39;éclairage, en s&#39;assurant que les lumières sont éteintes lorsque les pièces ne sont pas utilisées."
contrôle automatique,"Alors que structurellement les deux sont similaires, la caméra n&#39;a pas la complexité contrôle automatique mécanisme impliqué dans la vision."
contrôle automatique,Il s&#39;agit de la contrôle automatique de la fonction corporelle.
Contrôle automatique,"Installer un nouveau principal Contrôle automatique panneau dans la chaufferie pour contrôler les chaudières, les pompes et l&#39;unité de pressurisation."
contrôle automatique,Les machines-outils peuvent être actionnées manuellement ou sous contrôle automatique .
contrôle automatique,"Avec contrôle automatique , les émetteurs sont réglés automatiquement en fonction du réglage du pyromètre."
contrôle automatique,"L&#39;ordinateur de mission effectue contrôle automatique , stabilisation et guidage de l&#39;hélicoptère vers les zones de mission pour attaquer des cibles."
contrôle automatique,H a une signification physique claire et est fréquemment conservé non seulement en physique mais aussi dans contrôle automatique théorie.
contrôle automatique,"Afin de répondre à ces demandes, les turbines à gaz sont programmées avec contrôle automatique systèmes remplissant les fonctions de commandement et de contrôle."
Équipement de test automatique,Le programme C-17 MILTS résout ces problèmes en fournissant une architecture moderne et ouverte Équipement de test automatique pour la maintenance avionique du C-17.
systèmes d&#39;automatisation,"C&#39;est notre contrôle de guide Web, inspection Web, contrôle de registre et systèmes d&#39;automatisation qui définissent les tendances du marché."
systèmes d&#39;automatisation,"Bien entendu, le Loewe Mediacenter dispose également d&#39;interfaces supplémentaires pour connecter des tourne-disques, des consoles de jeux ou à la maison systèmes d&#39;automatisation ."
systèmes d&#39;automatisation,"Arista : La famille ARP est l&#39;ordinateur à écran LCD le plus innovant, flexible et polyvalent sur le marché aujourd&#39;hui et est la conception idéale pour tous systèmes d&#39;automatisation ."
systèmes d&#39;automatisation,"Pour remédier à ce, systèmes d&#39;automatisation ont été conçus pour consolider les données radar pour le contrôleur."
systèmes d&#39;automatisation,"La Commission européenne a autorisé, en vertu du règlement de l&#39;UE sur les concentrations, le projet de création d&#39;une entreprise commune entre le fournisseur suisse d&#39;électricité et systèmes d&#39;automatisation ABB et le constructeur naval italien Fincantieri."
systèmes d&#39;automatisation,"Cela augmente la demande de systèmes d&#39;automatisation tels que les servomoteurs et les entraînements, à l&#39;échelle mondiale."
systèmes d&#39;automatisation,Les compétences du systèmes d&#39;automatisation ont permis d&#39;atteindre une précision d&#39;assemblage au micron et parfois au nanomètre.
systèmes d&#39;automatisation,L&#39;objectif du GDI est de permettre un accès standardisé aux différents appareils lorsqu&#39;ils sont intégrés dans des dispositifs de mesure et systèmes d&#39;automatisation .
systèmes d&#39;automatisation,"Amplicon, un fabricant britannique de mesures et systèmes d&#39;automatisation , a introduit une nouvelle gamme d&#39;extensions Ethernet."
systèmes d&#39;automatisation,"Le rôle changeant des humains Au cours de la décennie qui s&#39;est écoulée depuis qu&#39;il a commencé à travailler comme magasinier à Tolleson, en Arizona, une banlieue de Phoenix, Josh Graves a vu comment systèmes d&#39;automatisation peut faciliter le travail mais aussi créer un nouveau stress et une nouvelle insécurité."
machines autonomes,"Cette ère de pensée posthumaine est celle d&#39;un partenariat entre l&#39;intelligence humaine et des personnes moins intelligentes, mais de plus en plus machines autonomes ."
robot autonome,"Le mot est parfois utilisé pour décrire un robot, plus précisément un robot autonome ."
systèmes autonomes,"Ceux-ci sont systèmes autonomes qui reposent sur le développement technique d&#39;armes dont la capacité de destruction n&#39;est pas seulement massive, mais potentiellement illimitée et illimitée."
Systèmes autonomes,Conception d&#39;un modèle analytique complet visant à décrire les interconnexions entre IP Systèmes autonomes et un réseau central MPLS.
systèmes autonomes,"Une fois de plus, cela est susceptible de conduire au jeu et au contre-jeu d&#39;un jeu extrêmement rapide. systèmes autonomes fonctionnant beaucoup trop vite pour une intervention humaine."
Systèmes autonomes,"Dario, Problèmes de micromanipulation, de communication et d&#39;intelligence en essaim dans une plateforme microrobotique en essaim, Robotique et Systèmes autonomes , vol."
